"""Applicants are eligible for the money if they demonstrate they are unauthorized, jobless as a result of the pandemic, and do not qualify unemployment programs or stimulus checks."" Does it strengthen ""They must also show they're not eligible for federal COVID-19-related assistance and have experienced hardship as a result of the pandemic, according to the state's Department of Social Services.""?",1
"""McConnell previously threw cold water on Manchin's proposal and indicated that he did not believe any Republican in the Senate would vote for it."" Does it strengthen ""SENATE REPUBLICANS POISED TO BLOCK DEMOCRATS' SWEEPING ELECTION REFORM BILL""?",1
"""Sen. Charles Grassley (R-Iowa), chairman of the Senate Judiciary Committee, has called for Brett Kavanaugh and Christine Blasey Ford to answer questions at a public hearing on Monday."" Does it strengthen ""One of the big risks for Kavanaugh is the six days until the hearing are likely be filled with speculation about his past and potentially new revelations that could reflect poorly on his character and adversely impact his credibility as a witness.""?",1
"""Chris Cox, Facebook's chief product officer, called the new settings ""the first of many steps"" the company is taking to address privacy concerns."" Does it strengthen ""The service is also vowing to make it easier to find privacy, security and advertising information with a new Privacy Shortcuts menu.""?",1
"""Facebook said some stories were sidelined because employees questioned the reliability of sources, but said that put too much power in the hands of the reviewers."" Does it strengthen ""The private meeting came one week after the report on Gizmodo alleging bias in the way the company curates news.""?",1
"""The resolution says ""that any decisions and actions which purport to have altered, the character, status or demographic composition of the Holy City of Jerusalem have no legal effect, are null and void and must be rescinded in compliance with relevant resolutions of the Security Council."""" Does it strengthen ""In a stinging rebuke of President Donald Trump's controversial decision to declare Jerusalem the capital of Israel earlier this month, 128 countries, including some of the US's most trusted and reliable allies, voted in favor of a United Nations resolution on Thursday calling for a reversal of his position.""?",1
"""California Gov. Gavin Newsom, a Democrat, announced the payments in April."" Does it strengthen ""California is rolling out a taxpayer-funded program to aid unauthorized immigrants with $500 cash payments.""?",1
"""Several police vehicles were blocked by protesters and riot police moved in amid chaotic scenes, using pepper spray to keep people back."" Does it strengthen ""Police officers have also reported injuries, including burns from Molotov cocktails, bruises and eye irritation from laser pointers.""?",0
"""White House spokesman Josh Earnest said President Barack Obama was confident the bureau would review Rahami's interactions with law enforcement ""to determine if there's something different that could have been done or should have been done to prevent the violence."""" Does it strengthen ""He spent over three months in jail on the charges, according to a high-ranking law enforcement official with knowledge of the investigation.""?",1
"""Candy Guillermo, a 37-year-old migrant in the caravan who had heard about the plan to deploy troops, was surprised she and the children in group would be considered a threat."" Does it strengthen ""The Trump administration will send about 800 troops to the U.S.-Mexico border ahead of the illegal immigrant caravan, a defense official confirmed Thursday, following through on President Trump's pledge.""?",0
"""One possible off-ramp would be to hold that, even if Tinker does apply to off-campus speech, Levy's Snapchat post was so unlikely to disrupt school operations that it was protected speech even under Tinker."" Does it strengthen ""American Civil Liberties Union lawyer David Cole, representing Levy, urged the justices to affirm the clean line the appeals court drew, making clear educators have no authority over children when they are not under a school's supervision, .""?",1
"""It was government policy that Filipino, Indian, and Hispanics living in Saudi Arabia were barred from going to American bases for Mass or any other religious service."" Does it strengthen ""In Ireland, things get jollier with a pint of Guinness (and that splash of whiskey that Mrs. Claus has ready when Santa gets home).""?",0
"""The International Olympic Committee banned the Russian federation from the upcoming Winter Olympics in South Korea on Tuesday, while leaving the door open for individual Russian athletes to compete, in a historic act of punishment for widespread doping Olympic officials believe was supported by the Russian government."" Does it strengthen ""The IOC punishment did leave room for many Russians to compete under the name ""Olympic Athlete from Russia"" or OAR.""?",1
"""Facebook CEO Mark Zuckerberg met with prominent conservatives last week in an effort to smooth over the company's strained relationship with the right."" Does it strengthen ""Still, Facebook said it will retrain employees and impose new ""controls and oversight"" to try to cut down the chances for bias.""?",1
"""Kavanaugh went on to make a case against those remaining rules."" Does it strengthen ""Justice Brett Kavanaugh, in a scathing concurring opinion, lambasted the NCAA for its arguments that it was immune from antitrust scrutiny.""?",1
"""Critics on the right and left accused the government of going well beyond the intended reach of the Patriot Act enacted after the September 11, 2001, terrorist attacks on the United States."" Does it strengthen ""Leahy complained that the intelligence community has been dismissive of past congressional efforts to rein in the practices.""?",1
